"customer_id","country","lifetime_revenue","total_orders","days_since_last_purchase","r_score","f_score","m_score","rfm_total_score","segment"
17400,United Kingdom,4623.28,8,126,3,5,5,13,Loyal Customers
15245,United Kingdom,4610.84,8,134,3,5,5,13,Loyal Customers
13851,United Kingdom,4606.46,8,95,3,5,5,13,Loyal Customers
15764,United Kingdom,4503.08,8,88,3,5,5,13,Loyal Customers
15122,United Kingdom,4487.27,11,114,3,5,5,13,Loyal Customers
18064,United Kingdom,4481.83,11,133,3,5,5,13,Loyal Customers
18093,United Kingdom,4452.71,8,93,3,5,5,13,Loyal Customers
16098,United Kingdom,4441.3,14,87,3,5,5,13,Loyal Customers
17138,United Kingdom,4417.27,7,275,4,4,5,13,Champions
14514,United Kingdom,4380.04,9,61,3,5,5,13,Loyal Customers
16455,United Kingdom,4376.87,11,63,3,5,5,13,Loyal Customers
16477,United Kingdom,4320.02,11,63,3,5,5,13,Loyal Customers
14854,United Kingdom,4303.06,11,78,3,5,5,13,Loyal Customers
16875,United Kingdom,4234.53,11,67,3,5,5,13,Loyal Customers
15518,United Kingdom,4189.99,15,64,3,5,5,13,Loyal Customers
16072,United Kingdom,4180.09,4,288,4,4,5,13,Champions
16749,United Kingdom,4157.88,2,591,5,3,5,13,Loyal Customers
16209,United Kingdom,4146.78,9,88,3,5,5,13,Loyal Customers
17083,United Kingdom,4049.79,9,109,3,5,5,13,Loyal Customers
17667,United Kingdom,3950.7,9,66,3,5,5,13,Loyal Customers
13037,United Kingdom,3914.95,12,138,3,5,5,13,Loyal Customers
16928,United Kingdom,3914.33,26,80,3,5,5,13,Loyal Customers
12853,United Kingdom,3907.5,11,134,3,5,5,13,Loyal Customers
15823,United Kingdom,3867.17,2,729,5,3,5,13,Loyal Customers
18073,United Kingdom,3859.82,12,114,3,5,5,13,Loyal Customers
13357,United Kingdom,3795.01,5,257,4,4,5,13,Champions
15827,United Kingdom,3794.07,28,73,3,5,5,13,Loyal Customers
14409,United Kingdom,3756.09,9,71,3,5,5,13,Loyal Customers
14364,United Kingdom,3717.35,8,108,3,5,5,13,Loyal Customers
15255,United Kingdom,3706.02,9,66,3,5,5,13,Loyal Customers
18168,United Kingdom,3698.8,16,176,3,5,5,13,Loyal Customers
16772,United Kingdom,3698.05,3,423,5,3,5,13,Loyal Customers
12857,United Kingdom,3688.0,6,210,4,4,5,13,Champions
16503,United Kingdom,3614.34,11,106,3,5,5,13,Loyal Customers
16718,United Kingdom,3612.13,5,369,4,4,5,13,Champions
14817,United Kingdom,3609.86,7,200,4,4,5,13,Champions
18242,United Kingdom,3605.21,8,72,3,5,5,13,Loyal Customers
15569,United Kingdom,3583.45,10,103,3,5,5,13,Loyal Customers
17848,United Kingdom,3538.46,30,81,3,5,5,13,Loyal Customers
16395,United Kingdom,3517.56,14,60,3,5,5,13,Loyal Customers
13929,United Kingdom,3494.1,11,169,3,5,5,13,Loyal Customers
15306,United Kingdom,3484.73,9,64,3,5,5,13,Loyal Customers
17597,United Kingdom,3484.09,5,213,4,4,5,13,Champions
14837,United Kingdom,3460.32,9,89,3,5,5,13,Loyal Customers
16045,United Kingdom,3434.93,8,119,3,5,5,13,Loyal Customers
17931,United Kingdom,3402.24,14,134,3,5,5,13,Loyal Customers
12530,Germany,3381.26,9,59,3,5,5,13,Loyal Customers
13707,United Kingdom,3365.86,5,267,4,4,5,13,Champions
13786,United Kingdom,3358.39,6,367,4,4,5,13,Champions
13848,United Kingdom,3335.0,8,92,3,5,5,13,Loyal Customers
14344,United Kingdom,3333.7,20,127,3,5,5,13,Loyal Customers
13431,United Kingdom,3316.24,8,67,3,5,5,13,Loyal Customers
12623,Germany,3315.84,7,276,4,4,5,13,Champions
13611,United Kingdom,3297.93,10,89,3,5,5,13,Loyal Customers
13031,United Kingdom,3292.84,5,407,4,4,5,13,Champions
14161,United Kingdom,3280.08,7,215,4,4,5,13,Champions
17774,United Kingdom,3272.83,9,96,3,5,5,13,Loyal Customers
13291,United Kingdom,3270.79,11,155,3,5,5,13,Loyal Customers
16067,United Kingdom,3269.11,3,562,5,3,5,13,Loyal Customers
12377,Switzerland,3266.32,4,315,4,4,5,13,Champions
14451,United Kingdom,3258.68,12,60,3,5,5,13,Loyal Customers
15057,United Kingdom,3255.96,5,275,4,4,5,13,Champions
12468,Germany,3238.74,5,187,4,4,5,13,Champions
15625,United Kingdom,3236.4,9,103,3,5,5,13,Loyal Customers
14669,United Kingdom,3216.78,7,241,4,4,5,13,Champions
13397,United Kingdom,3191.87,10,72,3,5,5,13,Loyal Customers
16059,United Kingdom,3171.82,12,65,3,5,5,13,Loyal Customers
12976,United Kingdom,3156.38,8,211,4,4,5,13,Champions
15095,United Kingdom,3141.64,10,103,3,5,5,13,Loyal Customers
15596,United Kingdom,3130.04,9,100,3,5,5,13,Loyal Customers
15199,United Kingdom,3122.4,10,59,3,5,5,13,Loyal Customers
13052,United Kingdom,3118.48,7,212,4,4,5,13,Champions
14978,United Kingdom,3112.19,10,72,3,5,5,13,Loyal Customers
15353,United Kingdom,3106.12,7,254,4,4,5,13,Champions
17552,United Kingdom,3085.29,12,60,3,5,5,13,Loyal Customers
12469,Thailand,3070.54,2,522,5,3,5,13,Loyal Customers
13631,United Kingdom,3070.42,11,99,3,5,5,13,Loyal Customers
16400,United Kingdom,3059.85,9,94,3,5,5,13,Loyal Customers
15241,United Kingdom,3050.16,11,66,3,5,5,13,Loyal Customers
12609,Germany,3021.86,9,78,3,5,5,13,Loyal Customers
15716,United Kingdom,3012.14,11,145,3,5,5,13,Loyal Customers
15182,United Kingdom,2998.95,11,154,3,5,5,13,Loyal Customers
17692,United Kingdom,2960.44,12,127,3,5,5,13,Loyal Customers
14867,United Kingdom,2952.06,16,185,3,5,5,13,Loyal Customers
15235,United Kingdom,2937.81,16,217,4,5,4,13,Champions
17032,United Kingdom,2896.69,5,603,5,4,4,13,Champions
16467,United Kingdom,2869.16,7,508,5,4,4,13,Champions
16335,United Kingdom,2753.52,7,551,5,4,4,13,Champions
17241,United Kingdom,2736.64,12,385,4,5,4,13,Champions
17465,United Kingdom,2542.79,7,425,5,4,4,13,Champions
17550,United Kingdom,2506.64,9,197,4,5,4,13,Champions
16202,United Kingdom,2501.99,9,360,4,5,4,13,Champions
16883,United Kingdom,2374.09,19,187,4,5,4,13,Champions
17113,United Kingdom,2305.59,6,574,5,4,4,13,Champions
13059,United Kingdom,2291.77,10,249,4,5,4,13,Champions
18051,United Kingdom,2282.28,7,634,5,4,4,13,Champions
15629,United Kingdom,2240.9,4,450,5,4,4,13,Champions
13478,United Kingdom,2215.78,5,469,5,4,4,13,Champions
17822,United Kingdom,2154.08,5,420,5,4,4,13,Champions
16004,United Kingdom,2146.39,5,474,5,4,4,13,Champions
13152,United Kingdom,2146.38,7,417,5,4,4,13,Champions
14634,United Kingdom,2124.46,4,437,5,4,4,13,Champions
12975,United Kingdom,2100.09,6,436,5,4,4,13,Champions
14469,United Kingdom,2093.46,4,416,5,4,4,13,Champions
15456,United Kingdom,2091.52,10,283,4,5,4,13,Champions
18258,United Kingdom,2059.67,6,464,5,4,4,13,Champions
16176,United Kingdom,2052.69,4,421,5,4,4,13,Champions
16331,United Kingdom,2037.7,6,432,5,4,4,13,Champions
14225,United Kingdom,2031.07,4,434,5,4,4,13,Champions
13693,United Kingdom,2011.82,9,374,4,5,4,13,Champions
16032,United Kingdom,1965.72,6,456,5,4,4,13,Champions
16290,United Kingdom,1957.7,4,464,5,4,4,13,Champions
14492,United Kingdom,1921.91,7,430,5,4,4,13,Champions
16631,United Kingdom,1892.52,7,481,5,4,4,13,Champions
16725,United Kingdom,1808.96,13,302,4,5,4,13,Champions
13561,United Kingdom,1803.4,11,215,4,5,4,13,Champions
13711,United Kingdom,1792.26,9,218,4,5,4,13,Champions
18214,United Kingdom,1780.34,4,530,5,4,4,13,Champions
13920,United Kingdom,1774.68,4,431,5,4,4,13,Champions
14933,Channel Islands,1770.0,4,443,5,4,4,13,Champions
15972,United Kingdom,1769.33,5,456,5,4,4,13,Champions
15607,United Kingdom,1708.97,9,336,4,5,4,13,Champions
12932,United Kingdom,1698.56,8,539,5,4,4,13,Champions
16010,United Kingdom,1694.86,11,245,4,5,4,13,Champions
15911,United Kingdom,1683.79,8,623,5,4,4,13,Champions
15732,United Kingdom,1682.07,10,212,4,5,4,13,Champions
16329,United Kingdom,1664.92,4,427,5,4,4,13,Champions
12549,USA,1570.68,5,575,5,4,4,13,Champions
17851,United Kingdom,1552.35,6,422,5,4,4,13,Champions
14186,United Kingdom,1550.63,5,427,5,4,4,13,Champions
17454,United Kingdom,1547.94,10,192,4,5,4,13,Champions
13783,United Kingdom,1542.09,4,487,5,4,4,13,Champions
12926,United Kingdom,1523.59,4,411,5,4,4,13,Champions
17610,United Kingdom,1511.94,5,540,5,4,4,13,Champions
13360,United Kingdom,1503.65,4,431,5,4,4,13,Champions
15141,United Kingdom,1388.47,7,457,5,4,4,13,Champions
16167,United Kingdom,1386.12,5,414,5,4,4,13,Champions
13074,United Kingdom,1378.74,4,511,5,4,4,13,Champions
14316,United Kingdom,1370.34,5,422,5,4,4,13,Champions
12960,United Kingdom,1322.07,4,413,5,4,4,13,Champions
16296,United Kingdom,1313.67,4,626,5,4,4,13,Champions
13855,United Kingdom,1310.34,4,500,5,4,4,13,Champions
12765,Netherlands,1299.58,6,472,5,4,4,13,Champions
13440,United Kingdom,1295.25,7,423,5,4,4,13,Champions
13916,United Kingdom,1275.81,4,463,5,4,4,13,Champions
13443,United Kingdom,1269.37,6,448,5,4,4,13,Champions
13201,United Kingdom,1233.06,4,502,5,4,4,13,Champions
16158,United Kingdom,628.32,9,522,5,5,3,13,Champions
12415,Australia,144033.37,24,24,2,5,5,12,At Risk
16029,United Kingdom,113892.39,106,38,2,5,5,12,At Risk
12931,United Kingdom,92347.34,57,21,2,5,5,12,At Risk
14680,United Kingdom,57369.38,58,25,2,5,5,12,At Risk
15749,United Kingdom,44534.3,3,235,4,3,5,12,Loyal Customers
12678,France,32595.18,15,42,2,5,5,12,At Risk
17940,United Kingdom,28389.58,14,49,2,5,5,12,At Risk
15513,United Kingdom,27750.55,35,33,2,5,5,12,At Risk
17865,United Kingdom,26310.09,46,30,2,5,5,12,At Risk
12731,France,25631.71,17,23,2,5,5,12,At Risk
12409,Switzerland,23419.29,7,78,3,4,5,12,Loyal Customers
17340,United Kingdom,22289.22,18,29,2,5,5,12,At Risk
13340,United Kingdom,22100.56,12,45,2,5,5,12,At Risk
12477,Germany,20276.37,9,22,2,5,5,12,At Risk
16843,United Kingdom,19571.43,35,42,2,5,5,12,At Risk
12540,Spain,19250.49,32,19,2,5,5,12,At Risk
17377,United Kingdom,18227.53,78,23,2,5,5,12,At Risk
16019,United Kingdom,17329.16,27,46,2,5,5,12,At Risk
17416,United Kingdom,17298.45,22,29,2,5,5,12,At Risk
15125,United Kingdom,17024.87,24,25,2,5,5,12,At Risk
16656,United Kingdom,16833.17,30,22,2,5,5,12,At Risk
12472,Germany,16494.59,19,32,2,5,5,12,At Risk
17107,United Kingdom,16052.72,10,33,2,5,5,12,At Risk
17716,United Kingdom,15956.97,24,22,2,5,5,12,At Risk
15044,United Kingdom,15769.01,32,19,2,5,5,12,At Risk
14849,United Kingdom,15763.45,43,21,2,5,5,12,At Risk
12949,United Kingdom,15526.7,22,30,2,5,5,12,At Risk
12647,Germany,14916.35,35,22,2,5,5,12,At Risk
16126,United Kingdom,14644.6,15,29,2,5,5,12,At Risk
14543,United Kingdom,14548.22,39,28,2,5,5,12,At Risk
13178,United Kingdom,14059.19,21,26,2,5,5,12,At Risk
12435,Denmark,13925.93,6,79,3,4,5,12,Loyal Customers
15291,United Kingdom,13801.56,39,25,2,5,5,12,At Risk
13629,United Kingdom,13370.86,19,23,2,5,5,12,At Risk
12744,Singapore,13158.16,8,56,2,5,5,12,At Risk
13097,United Kingdom,13015.36,27,32,2,5,5,12,At Risk
13316,United Kingdom,12940.82,10,37,2,5,5,12,At Risk
15465,United Kingdom,12636.15,32,19,2,5,5,12,At Risk
14040,United Kingdom,12523.81,35,40,2,5,5,12,At Risk
12567,France,12467.86,15,22,2,5,5,12,At Risk
14936,Channel Islands,12410.81,12,33,2,5,5,12,At Risk
17044,United Kingdom,11962.3,12,25,2,5,5,12,At Risk
16258,United Kingdom,11942.52,15,45,2,5,5,12,At Risk
13687,United Kingdom,11880.84,1,438,5,2,5,12,Potential Loyalists
18226,United Kingdom,11878.88,26,44,2,5,5,12,At Risk
14426,United Kingdom,11727.94,17,23,2,5,5,12,At Risk
12481,Germany,11174.89,14,22,2,5,5,12,At Risk
13941,United Kingdom,11122.3,15,21,2,5,5,12,At Risk
18052,United Kingdom,10877.18,1,564,5,2,5,12,Potential Loyalists
13324,United Kingdom,10513.47,18,36,2,5,5,12,At Risk
15296,United Kingdom,10323.03,12,50,2,5,5,12,At Risk
17160,United Kingdom,10209.16,17,31,2,5,5,12,At Risk
15719,United Kingdom,10194.32,31,32,2,5,5,12,At Risk
15805,United Kingdom,10148.93,30,23,2,5,5,12,At Risk
16131,United Kingdom,9957.42,12,51,2,5,5,12,At Risk
12758,Portugal,9903.24,7,116,3,4,5,12,Loyal Customers
13327,United Kingdom,9797.87,19,38,2,5,5,12,At Risk
13735,United Kingdom,9762.77,13,24,2,5,5,12,At Risk
14944,United Kingdom,9684.67,19,29,2,5,5,12,At Risk
15981,United Kingdom,9362.77,21,24,2,5,5,12,At Risk
15249,United Kingdom,9266.0,18,31,2,5,5,12,At Risk
16186,United Kingdom,9026.11,26,22,2,5,5,12,At Risk
12359,Cyprus,8873.39,10,57,2,5,5,12,At Risk
13047,United Kingdom,8790.21,23,56,2,5,5,12,At Risk
17396,United Kingdom,8789.1,13,39,2,5,5,12,At Risk
15955,United Kingdom,8658.36,22,24,2,5,5,12,At Risk
16945,United Kingdom,8548.16,33,21,2,5,5,12,At Risk
13209,United Kingdom,8509.51,13,30,2,5,5,12,At Risk
13148,United Kingdom,8488.32,26,29,2,5,5,12,At Risk
14676,United Kingdom,8356.79,12,31,2,5,5,12,At Risk
14057,United Kingdom,8346.66,22,23,2,5,5,12,At Risk
15998,United Kingdom,8274.14,16,36,2,5,5,12,At Risk
13381,United Kingdom,8224.37,12,31,2,5,5,12,At Risk
12431,Australia,8058.04,21,35,2,5,5,12,At Risk
16767,United Kingdom,8052.41,15,30,2,5,5,12,At Risk
14525,United Kingdom,8018.59,17,19,2,5,5,12,At Risk
13871,United Kingdom,7885.85,17,22,2,5,5,12,At Risk
15622,United Kingdom,7852.61,17,43,2,5,5,12,At Risk
14159,United Kingdom,7849.58,20,19,2,5,5,12,At Risk
12867,United Kingdom,7829.26,13,26,2,5,5,12,At Risk
14800,United Kingdom,7735.92,17,47,2,5,5,12,At Risk
17696,United Kingdom,7679.59,27,38,2,5,5,12,At Risk
13373,United Kingdom,7587.19,6,60,3,4,5,12,Loyal Customers
15301,United Kingdom,7583.04,17,50,2,5,5,12,At Risk
17690,United Kingdom,7412.0,20,30,2,5,5,12,At Risk
16253,United Kingdom,7222.2,7,66,3,4,5,12,Loyal Customers
12380,Belgium,7210.65,8,21,2,5,5,12,At Risk
16729,United Kingdom,7202.01,21,38,2,5,5,12,At Risk
14841,United Kingdom,7163.0,14,53,2,5,5,12,At Risk
17965,United Kingdom,7153.45,29,37,2,5,5,12,At Risk
15950,United Kingdom,7120.91,10,31,2,5,5,12,At Risk
13451,United Kingdom,7088.92,11,26,2,5,5,12,At Risk
15521,United Kingdom,7087.64,16,40,2,5,5,12,At Risk
13983,United Kingdom,7083.25,21,29,2,5,5,12,At Risk
16717,United Kingdom,6970.93,14,23,2,5,5,12,At Risk
16187,United Kingdom,6911.44,15,31,2,5,5,12,At Risk
16170,United Kingdom,6869.0,20,50,2,5,5,12,At Risk
15129,United Kingdom,6860.18,23,50,2,5,5,12,At Risk
13993,United Kingdom,6775.71,19,42,2,5,5,12,At Risk
13815,Germany,6737.74,8,22,2,5,5,12,At Risk
12779,Poland,6722.27,14,37,2,5,5,12,At Risk
16497,United Kingdom,6695.28,23,49,2,5,5,12,At Risk
13384,United Kingdom,6680.83,11,30,2,5,5,12,At Risk
13015,United Kingdom,6579.78,11,53,2,5,5,12,At Risk
15980,United Kingdom,6543.68,7,88,3,4,5,12,Loyal Customers
14855,United Kingdom,6520.3,7,119,3,4,5,12,Loyal Customers
14221,United Kingdom,6517.49,17,42,2,5,5,12,At Risk
17838,United Kingdom,6507.5,13,26,2,5,5,12,At Risk
18061,United Kingdom,6488.97,28,21,2,5,5,12,At Risk
16940,United Kingdom,6427.66,8,52,2,5,5,12,At Risk
12428,Finland,6405.26,8,25,2,5,5,12,At Risk
